folder,dta,pos,variable,label,col_type
42y,bcs70_2012_flatfile.dta,1250,B9PBKP04,PROXY:Back problems CM has had in last 4 years: Scoliosis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1251,B9PBKP05,PROXY:Back problems CM has had in last 4 years: Muscle/tendon strain/problems,dbl+lbl
42y,bcs70_2012_flatfile.dta,1252,B9PBKP06,PROXY:Back problems CM has had in last 4 years:Other disc problems,dbl+lbl
42y,bcs70_2012_flatfile.dta,1253,B9PBKP07,PROXY:Back problems CM has had in last 4 years: Arthritis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1254,B9PBKP08,PROXY:Back problems CM has had in last 4 years: Other back problems,dbl+lbl
42y,bcs70_2012_flatfile.dta,1255,B9PBKP09,PROXY:Back problems CM has had in last 4 years: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1256,B9PBKP10,PROXY:Back problems CM has had in last 4 years: Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1257,B9PCCT01,PROXY:Type of cancer CM has had in last 4 years: Leukaemia,dbl+lbl
42y,bcs70_2012_flatfile.dta,1258,B9PCCT02,PROXY:Type of cancer CM has had in last 4 years: Hodgkins disease,dbl+lbl
42y,bcs70_2012_flatfile.dta,1259,B9PCCT03,PROXY:Type of cancer CM has had in last 4 years: Lymphoma,dbl+lbl
42y,bcs70_2012_flatfile.dta,1260,B9PCCT04,PROXY:Type of cancer CM has had in last 4 years: Skin cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1261,B9PCCT05,PROXY:Type of cancer CM has had in last 4 years: Bone cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1262,B9PCCT06,PROXY:Type of cancer CM has had in last 4 years: Breast cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1263,B9PCCT07,PROXY:Type of cancer CM has had in last 4 years: Cancer of the uterus (womb),dbl+lbl
42y,bcs70_2012_flatfile.dta,1264,B9PCCT08,PROXY:Type of cancer CM has had in last 4 years: Cancer of the cervix,dbl+lbl
42y,bcs70_2012_flatfile.dta,1265,B9PCCT09,PROXY:Type of cancer CM has had in last 4 years: Cancer of the testes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1266,B9PCCT10,PROXY:Type of cancer CM has had in last 4 years: Prostate cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1267,B9PCCT11,PROXY:Type of cancer CM has had in last 4 years: Colon/ bowel cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1268,B9PCCT12,PROXY:Type of cancer CM has had in last 4 years: Stomach cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1269,B9PCCT13,PROXY:Type of cancer CM has had in last 4 years: Lung cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1270,B9PCCT14,PROXY:Type of cancer has had since last interview- Brain tumour,dbl+lbl
42y,bcs70_2012_flatfile.dta,1271,B9PCCT15,PROXY:Type of cancer has had since last interview- Thyroid cancer,dbl+lbl
42y,bcs70_2012_flatfile.dta,1272,B9PCCT16,PROXY:Type of cancer has had since last interview- Other,dbl+lbl
42y,bcs70_2012_flatfile.dta,1273,B9PCCT17,PROXY:Type of cancer has had since last interview- Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1274,B9PCCT18,PROXY:Type of cancer has had since last interview- Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1275,B9PHPR01,PROXY:Hearing problems- Partial or total hearing loss in one ear,dbl+lbl
42y,bcs70_2012_flatfile.dta,1276,B9PHPR02,PROXY:Hearing problems- Partial or total hearing loss in both ears,dbl+lbl
42y,bcs70_2012_flatfile.dta,1277,B9PHPR03,PROXY:Hearing problems- Repeated ear infections/discharge,dbl+lbl
42y,bcs70_2012_flatfile.dta,1278,B9PHPR04,PROXY:Hearing problems- Tinnitus,dbl+lbl
42y,bcs70_2012_flatfile.dta,1279,B9PHPR05,PROXY:Hearing problems- Meniere's disease,dbl+lbl
42y,bcs70_2012_flatfile.dta,1280,B9PHPR06,PROXY:Hearing problems- Wax build up,dbl+lbl
42y,bcs70_2012_flatfile.dta,1281,B9PHPR07,PROXY:Hearing problems- Can't hear certain noises/sounds/frequencies,dbl+lbl
42y,bcs70_2012_flatfile.dta,1282,B9PHPR08,PROXY:Hearing problems- Perforated ear drum,dbl+lbl
42y,bcs70_2012_flatfile.dta,1283,B9PHPR09,PROXY:Hearing problems- Other hearing problem,dbl+lbl
42y,bcs70_2012_flatfile.dta,1284,B9PHPR10,PROXY:Hearing problems- Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1285,B9PHPR11,PROXY:Hearing problems- Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1286,B9PSKI01,PROXY:Skin condition CM has had in last 4 years: Eczema,dbl+lbl
42y,bcs70_2012_flatfile.dta,1287,B9PSKI02,PROXY:Skin condition CM has had in last 4 years: Psoriasis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1288,B9PSKI03,PROXY:Skin condition CM has had in last 4 years: Acne,dbl+lbl
42y,bcs70_2012_flatfile.dta,1289,B9PSKI04,PROXY:Skin condition CM has had in last 4 years: Cold sores,dbl+lbl
42y,bcs70_2012_flatfile.dta,1290,B9PSKI05,PROXY:Skin condition CM has had in last 4 years: Fungus infections,dbl+lbl
42y,bcs70_2012_flatfile.dta,1291,B9PSKI06,PROXY:Skin condition CM has had in last 4 years: Recurrent mouth ulcers,dbl+lbl
42y,bcs70_2012_flatfile.dta,1292,B9PSKI07,PROXY:Skin condition CM has had in last 4 years: Contact dermatitis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1293,B9PSKI08,PROXY:Skin condition CM has had in last 4 years: Other skin problem,dbl+lbl
42y,bcs70_2012_flatfile.dta,1294,B9PSKI09,PROXY:Skin condition CM has had in last 4 years: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1295,B9PSKI10,PROXY:Skin condition CM has had in last 4 years: Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1296,B9PSBG01,"PROXY:Stomach, bowel or gall bladder probs: A peptic, duodenal, gastric ulcer",dbl+lbl
42y,bcs70_2012_flatfile.dta,1297,B9PSBG02,"PROXY:Stomach, bowel or gall bladder problems: Gallstones",dbl+lbl
42y,bcs70_2012_flatfile.dta,1298,B9PSBG03,"PROXY:Stomach, bowel, gall bladder problems: Irritable bowel syndrome or IBS",dbl+lbl
42y,bcs70_2012_flatfile.dta,1299,B9PSBG04,"PROXY:Stomach, bowel or gall bladder problems: Ulcerative/Crohn's disease",dbl+lbl
42y,bcs70_2012_flatfile.dta,1300,B9PSBG05,"PROXY:Stomach, bowel or gall bladder problems: Gastric/acid reflux problem",dbl+lbl
42y,bcs70_2012_flatfile.dta,1301,B9PSBG06,"PROXY:Stomach, bowel or gall bladder problems: Coeliac",dbl+lbl
42y,bcs70_2012_flatfile.dta,1302,B9PSBG07,"PROXY:Stomach, bowel or gall bladder problems: Hernia",dbl+lbl
42y,bcs70_2012_flatfile.dta,1303,B9PSBG08,"PROXY:Stomach, bowel or gall bladder problems: Constipation",dbl+lbl
42y,bcs70_2012_flatfile.dta,1304,B9PSBG09,"PROXY:Stomach, bowel or gall bladder problems: Other condition",dbl+lbl
42y,bcs70_2012_flatfile.dta,1305,B9PSBG10,"PROXY:Stomach, bowel or gall bladder problems: Don't know",dbl+lbl
42y,bcs70_2012_flatfile.dta,1306,B9PSBG11,"PROXY:Stomach, bowel or gall bladder problems: Refused",dbl+lbl
42y,bcs70_2012_flatfile.dta,1307,B9PBLKD1,PROXY:Type of bladder/kidney problem had: Nephritis,dbl+lbl
42y,bcs70_2012_flatfile.dta,1308,B9PBLKD2,PROXY:Type of bladder/kidney problem had: Kidney/bladder stones,dbl+lbl
42y,bcs70_2012_flatfile.dta,1309,B9PBLKD3,PROXY:Type of bladder/kidney problem had: Infection (pyelitis),dbl+lbl
42y,bcs70_2012_flatfile.dta,1310,B9PBLKD4,PROXY:Type of bladder/kidney problem had: Blood in urine,dbl+lbl
42y,bcs70_2012_flatfile.dta,1311,B9PBLKD5,PROXY:Type of bladder/kidney problem had: Weak/overactive bladder,dbl+lbl
42y,bcs70_2012_flatfile.dta,1312,B9PBLKD6,PROXY:Type of bladder/kidney problem had: Other kidney/bladder problem,dbl+lbl
42y,bcs70_2012_flatfile.dta,1313,B9PBLKD7,PROXY:Type of bladder/kidney problem had: Don't know,dbl+lbl
42y,bcs70_2012_flatfile.dta,1314,B9PBLKD8,PROXY:Type of bladder/kidney problem had: Refused,dbl+lbl
42y,bcs70_2012_flatfile.dta,1315,B9PAPIY,Whether paper self completion questionniare received,dbl+lbl
42y,bcs70_2012_flatfile.dta,1316,B9SCQ1A,"PAPI:Frequency, last 12 months: Play a musical instrument",dbl+lbl
42y,bcs70_2012_flatfile.dta,1317,B9SCQ1B,"PAPI:Frequency, last 12 months: Performing arts",dbl+lbl
42y,bcs70_2012_flatfile.dta,1318,B9SCQ1C,"PAPI:Frequency, last 12 months: Painting, drawing, printmaking or sculpture",dbl+lbl
42y,bcs70_2012_flatfile.dta,1319,B9SCQ1D,"PAPI:Frequency, last 12 months: Photography, film, video making (artistic)",dbl+lbl
42y,bcs70_2012_flatfile.dta,1320,B9SCQ1E,"PAPI:Frequency, last 12 months: Textile or wood crafts or any other crafts",dbl+lbl
42y,bcs70_2012_flatfile.dta,1321,B9SCQ1F,"PAPI:Frequency, last 12 months: Writing stories, plays or poetry",dbl+lbl
42y,bcs70_2012_flatfile.dta,1322,B9SCQ1G,"PAPI:Frequency, last 12 months: Go to the theatre to watch a play/drama",dbl+lbl
42y,bcs70_2012_flatfile.dta,1323,B9SCQ1H,"PAPI:Frequency, last 12 months: Go to the theatre for a pantomime or musical",dbl+lbl
42y,bcs70_2012_flatfile.dta,1324,B9SCQ1I,"PAPI:Frequency, last 12 months: Go to an opera, classical concert or ballet",dbl+lbl
42y,bcs70_2012_flatfile.dta,1325,B9SCQ1J,"PAPI:Frequency, last 12 months: Go to another type of concert",dbl+lbl
42y,bcs70_2012_flatfile.dta,1326,B9SCQ1K,"PAPI:Frequency, last 12 months: Go to the cinema",dbl+lbl
42y,bcs70_2012_flatfile.dta,1327,B9SCQ1L,"PAPI:Frequency, last 12 months: Visit an art exhibition / gallery",dbl+lbl
42y,bcs70_2012_flatfile.dta,1328,B9SCQ1M,"PAPI:Frequency, last 12 months: Visit a museum",dbl+lbl
42y,bcs70_2012_flatfile.dta,1329,B9SCQ1N,"PAPI:Frequency, last 12 months: Visit a historical site / stately home",dbl+lbl
42y,bcs70_2012_flatfile.dta,1330,B9SCQ1O,"PAPI:Frequency, last 12 months: Visit a theme park",dbl+lbl
42y,bcs70_2012_flatfile.dta,1331,B9SCQ1P,"PAPI:Frequency, last 12 months: Visit a zoo, wildlife park or aquarium",dbl+lbl
42y,bcs70_2012_flatfile.dta,1332,B9SCQ1Q,"PAPI:Frequency, last 12 months: Go to a library",dbl+lbl
42y,bcs70_2012_flatfile.dta,1333,B9SCQ1R,"PAPI:Frequency, last 12 months: Go to a book club (to discuss a book)",dbl+lbl
42y,bcs70_2012_flatfile.dta,1334,B9SCQ1S,"PAPI:Frequency, last 12 months: Have a meal in a restaurant, cafe or pub",dbl+lbl
42y,bcs70_2012_flatfile.dta,1335,B9SCQ1T,"PAPI:Frequency, last 12 months: Go for a drink at a pub or club",dbl+lbl
42y,bcs70_2012_flatfile.dta,1336,B9SCQ1U,"PAPI:Frequency, last 12 months: Work in the garden",dbl+lbl
42y,bcs70_2012_flatfile.dta,1337,B9SCQ1V,"PAPI:Frequency, last 12 months: Do DIY, home maintenance or car repairs",dbl+lbl
42y,bcs70_2012_flatfile.dta,1338,B9SCQ1W,"PAPI:Frequency, last 12 months: Attend meeting of local voluntary orgs",dbl+lbl
42y,bcs70_2012_flatfile.dta,1339,B9SCQ1X,"PAPI:Frequency, last 12 months: Do unpaid voluntary work",dbl+lbl
42y,bcs70_2012_flatfile.dta,1340,B9SCQ1Y,"PAPI:Frequency, last 12 months: Attend meetings/events for a trade union",dbl+lbl
42y,bcs70_2012_flatfile.dta,1341,B9SCQ1Z,"PAPI:Frequency, last 12 months: Attend meetings/events for a political party",dbl+lbl
42y,bcs70_2012_flatfile.dta,1342,B9SCQ2A,"PAPI:Frequency, last 12 months: Health, fitness, gym, conditioning activities",dbl+lbl
42y,bcs70_2012_flatfile.dta,1343,B9SCQ2B,"PAPI:Frequency, last 12 months: Swimming or diving",dbl+lbl
42y,bcs70_2012_flatfile.dta,1344,B9SCQ2C,"PAPI:Frequency, last 12 months: Cycling, BMX or mountain biking",dbl+lbl
42y,bcs70_2012_flatfile.dta,1345,B9SCQ2D,"PAPI:Frequency, last 12 months: Dancing",dbl+lbl
42y,bcs70_2012_flatfile.dta,1346,B9SCQ2E,"PAPI:Frequency, last 12 months: Jogging, cross-country, road-running",dbl+lbl
42y,bcs70_2012_flatfile.dta,1347,B9SCQ2F,"PAPI:Frequency, last 12 months: Rambling / walking for pleasure",dbl+lbl
42y,bcs70_2012_flatfile.dta,1348,B9SCQ2G,"PAPI:Frequency, last 12 months: Racquet sports",dbl+lbl
42y,bcs70_2012_flatfile.dta,1349,B9SCQ2H,"PAPI:Frequency, last 12 months: Team sports",dbl+lbl
42y,bcs70_2012_flatfile.dta,1350,B9SCQ2I,"PAPI:Frequency, last 12 months: Martial arts, boxing, wrestling",dbl+lbl
42y,bcs70_2012_flatfile.dta,1351,B9SCQ2J,"PAPI:Frequency, last 12 months: Water sports",dbl+lbl
42y,bcs70_2012_flatfile.dta,1352,B9SCQ2K,"PAPI:Frequency, last 12 months: Horse riding",dbl+lbl
42y,bcs70_2012_flatfile.dta,1353,B9SCQ2L,"PAPI:Frequency, last 12 months: Yoga / Pilates",dbl+lbl
42y,bcs70_2012_flatfile.dta,1354,B9SCQ2M,"PAPI:Frequency, last 12 months: Golf",dbl+lbl
42y,bcs70_2012_flatfile.dta,1355,B9SCQ2N,"PAPI:Frequency, last 12 months: Ski-ing",dbl+lbl
42y,bcs70_2012_flatfile.dta,1356,B9SCQ2O,"PAPI:Frequency, last 12 months: Other sporting activity",dbl+lbl
42y,bcs70_2012_flatfile.dta,1357,B9SCQ3A,PAPI:Agreement: Private schools should be abolished,dbl+lbl
42y,bcs70_2012_flatfile.dta,1358,B9SCQ3B,PAPI:Agreement: I wd not mind if a family of another race moved in next door,dbl+lbl
42y,bcs70_2012_flatfile.dta,1359,B9SCQ3C,PAPI:Agreement: Environment problems not as serious as people claim,dbl+lbl
42y,bcs70_2012_flatfile.dta,1360,B9SCQ3D,PAPI:Agreement: For some crimes death penalty most appropriate sentence,dbl+lbl
42y,bcs70_2012_flatfile.dta,1361,B9SCQ3E,PAPI:Agreement: People who never have children miss an important part of life,dbl+lbl
42y,bcs70_2012_flatfile.dta,1362,B9SCQ3F,PAPI:Agreement: Politicians are mainly in politics for their own benefit,dbl+lbl
42y,bcs70_2012_flatfile.dta,1363,B9SCQ3G,PAPI:Agreement: All women should have the right to choose an abortion,dbl+lbl
42y,bcs70_2012_flatfile.dta,1364,B9SCQ3H,PAPI:Agreement: Family life suffers when the mother has a full time job,dbl+lbl
42y,bcs70_2012_flatfile.dta,1365,B9SCQ3I,PAPI:Agreement: People with strong religious beliefs are often too intolerant,dbl+lbl
42y,bcs70_2012_flatfile.dta,1366,B9SCQ3J,PAPI:Agreement: Having almost any job is better than being unemployed,dbl+lbl
42y,bcs70_2012_flatfile.dta,1367,B9SCQ4,PAPI:Level of Interest in politics,dbl+lbl
42y,bcs70_2012_flatfile.dta,1368,B9SCQ5A,PAPI:Done in last 12 months: Attended a public meeting or rally,dbl+lbl
42y,bcs70_2012_flatfile.dta,1369,B9SCQ5B,PAPI:Done in last 12 months: Taken part in a public demonstration or protest,dbl+lbl
42y,bcs70_2012_flatfile.dta,1370,B9SCQ5C,PAPI:Done in last 12 months: Signed a petition,dbl+lbl
42y,bcs70_2012_flatfile.dta,1371,B9SCQ6,PAPI:Party voted for in General Election in May 2010,dbl+lbl
42y,bcs70_2012_flatfile.dta,1372,B9SCQ7,PAPI:Party voted for in General Election in May 2005,dbl+lbl
42y,bcs70_2012_flatfile.dta,1373,B9SCQ8A,PAPI:Member of the following: Political party,dbl+lbl
42y,bcs70_2012_flatfile.dta,1374,B9SCQ8B,PAPI:Member of the following: Trade union,dbl+lbl
42y,bcs70_2012_flatfile.dta,1375,B9SCQ8C,PAPI:Member of the following: Environmental group,dbl+lbl
42y,bcs70_2012_flatfile.dta,1376,B9SCQ8D,PAPI:Member of the following: Parents’/School association,dbl+lbl
42y,bcs70_2012_flatfile.dta,1377,B9SCQ8E,PAPI:Member of the following: Tenants’/Residents’ group/neighbourhood watch,dbl+lbl
42y,bcs70_2012_flatfile.dta,1378,B9SCQ8F,PAPI:Member of the following: Religious group or church organisation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1379,B9SCQ8G,PAPI:Member of the following: Voluntary service group,dbl+lbl
42y,bcs70_2012_flatfile.dta,1380,B9SCQ8H,PAPI:Member of the following: Other community or civic group,dbl+lbl
42y,bcs70_2012_flatfile.dta,1381,B9SCQ8I,PAPI:Member of the following: Social club/Working men’s club,dbl+lbl
42y,bcs70_2012_flatfile.dta,1382,B9SCQ8J,PAPI:Member of the following: Sports club,dbl+lbl
42y,bcs70_2012_flatfile.dta,1383,B9SCQ8K,PAPI:Member of the following: Women’s Institute / Townswomen’s Guild,dbl+lbl
42y,bcs70_2012_flatfile.dta,1384,B9SCQ8L,PAPI:Member of the following: Women’s group / Feminist organisation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1385,B9SCQ8M,PAPI:Member of the following: Professional organisation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1386,B9SCQ8N,PAPI:Member of the following: Scouts/Guides organisation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1387,B9SCQ8O,PAPI:Member of the following: Any other organisation,dbl+lbl
42y,bcs70_2012_flatfile.dta,1388,B9SCQ8P,PAPI:Member of the following: No - none of these,dbl+lbl
42y,bcs70_2012_flatfile.dta,1389,B9SCQ9,"PAPI:Whether think most people can be trusted, or that can't be too careful",dbl+lbl
42y,bcs70_2012_flatfile.dta,1390,B9SCQ10A,PAPI:Length of time spent watching TV: On a typical weekday,dbl+lbl
42y,bcs70_2012_flatfile.dta,1391,B9SCQ10B,PAPI:Length of time spent watching TV: On a typical day at the weekend,dbl+lbl
42y,bcs70_2012_flatfile.dta,1392,B9SCQ11A,PAPI:Types of TV programme CM usually watches: News and current affairs,dbl+lbl
42y,bcs70_2012_flatfile.dta,1393,B9SCQ11B,PAPI:Types of TV programme CM usually watches: Sport,dbl+lbl
42y,bcs70_2012_flatfile.dta,1394,B9SCQ11C,PAPI:Types of TV programme CM usually watches: Comedy,dbl+lbl
42y,bcs70_2012_flatfile.dta,1395,B9SCQ11D,PAPI:Types of TV programme CM usually watches: Documentaries,dbl+lbl
42y,bcs70_2012_flatfile.dta,1396,B9SCQ11E,PAPI:Types of TV programme CM usually watches: Dramas,dbl+lbl
42y,bcs70_2012_flatfile.dta,1397,B9SCQ11F,PAPI:Types of TV programme CM usually watches: Soaps,dbl+lbl
42y,bcs70_2012_flatfile.dta,1398,B9SCQ11G,PAPI:Types of TV programme CM usually watches: Music,dbl+lbl
42y,bcs70_2012_flatfile.dta,1399,B9SCQ11H,PAPI:Types of TV programme CM usually watches: Reality TV programmes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1400,B9SCQ11I,PAPI:Types of TV programme CM usually watches: General entertainment,dbl+lbl
42y,bcs70_2012_flatfile.dta,1401,B9SCQ11J,PAPI:Types of TV programme CM usually watches: Religious programmes,dbl+lbl
42y,bcs70_2012_flatfile.dta,1402,B9SCQ11K,PAPI:Types of TV programme CM usually watches: Other,dbl+lbl
42y,bcs70_2012_flatfile.dta,1403,B9SCQ11L,PAPI:Types of TV programme CM usually watches: Do Not Watch Television,dbl+lbl
42y,bcs70_2012_flatfile.dta,1404,B9SCQ12,PAPI:Frequency of reading books in spare time,dbl+lbl
42y,bcs70_2012_flatfile.dta,1405,B9SCQ13A,PAPI:Types of fiction book CM usually reads: Action / Adventure / War Fiction,dbl+lbl
42y,bcs70_2012_flatfile.dta,1406,B9SCQ13B,PAPI:Types of fiction book CM usually reads: Comics / Graphic Novels,dbl+lbl
42y,bcs70_2012_flatfile.dta,1407,B9SCQ13C,PAPI:Types of fiction book CM usually reads: Crime / Thrillers / Mystery,dbl+lbl
42y,bcs70_2012_flatfile.dta,1408,B9SCQ13D,PAPI:Types of fiction book CM usually reads: Classic Fiction,dbl+lbl
42y,bcs70_2012_flatfile.dta,1409,B9SCQ13E,PAPI:Types of fiction book CM usually reads: Contemporary Literary Fiction,dbl+lbl
42y,bcs70_2012_flatfile.dta,1410,B9SCQ13F,PAPI:Types of fiction book CM usually reads: Historical Fiction,dbl+lbl
42y,bcs70_2012_flatfile.dta,1411,B9SCQ13G,PAPI:Types of fiction book CM usually reads: Humour,dbl+lbl
42y,bcs70_2012_flatfile.dta,1412,B9SCQ13H,PAPI:Types of fiction book CM usually reads: Horror,dbl+lbl
42y,bcs70_2012_flatfile.dta,1413,B9SCQ13I,PAPI:Types of fiction book CM usually reads: Poetry,dbl+lbl
42y,bcs70_2012_flatfile.dta,1414,B9SCQ13J,PAPI:Types of fiction book CM usually reads: Romance,dbl+lbl
42y,bcs70_2012_flatfile.dta,1415,B9SCQ13K,PAPI:Types of fiction book CM usually reads: Science Fiction / Fantasy,dbl+lbl
42y,bcs70_2012_flatfile.dta,1416,B9SCQ13L,PAPI:Types of fiction book CM usually reads: Other Fiction,dbl+lbl
42y,bcs70_2012_flatfile.dta,1417,B9SCQ13M,PAPI:Types of fiction book CM usually reads: Do Not Read Fiction Books,dbl+lbl
42y,bcs70_2012_flatfile.dta,1418,B9SCQ14A,PAPI:Types of factual book CM usually reads: Art / Photography,dbl+lbl
42y,bcs70_2012_flatfile.dta,1419,B9SCQ14B,PAPI:Types of factual book CM usually reads: Autobiography,dbl+lbl
42y,bcs70_2012_flatfile.dta,1420,B9SCQ14C,PAPI:Types of factual book CM usually reads: Biography,dbl+lbl
42y,bcs70_2012_flatfile.dta,1421,B9SCQ14D,PAPI:Types of factual book CM usually reads: Career-specific / Professional,dbl+lbl
42y,bcs70_2012_flatfile.dta,1422,B9SCQ14E,PAPI:Types of factual book CM usually reads: Computing / Technology,dbl+lbl
42y,bcs70_2012_flatfile.dta,1423,B9SCQ14F,PAPI:Types of factual book CM usually reads: Cookery / Food and Drink,dbl+lbl
42y,bcs70_2012_flatfile.dta,1424,B9SCQ14G,PAPI:Types of factual book CM usually reads: Family and Parenting,dbl+lbl
42y,bcs70_2012_flatfile.dta,1425,B9SCQ14H,"PAPI:Types of factual book CM usually reads: Health, Wellbeing, Self-help",dbl+lbl
42y,bcs70_2012_flatfile.dta,1426,B9SCQ14I,PAPI:Types of factual book CM usually reads: DIY / Interiors / Gardening,dbl+lbl
42y,bcs70_2012_flatfile.dta,1427,B9SCQ14J,PAPI:Types of factual book CM usually reads: Music,dbl+lbl
42y,bcs70_2012_flatfile.dta,1428,B9SCQ14K,PAPI:Types of factual book CM usually reads: Religion / Philosophy,dbl+lbl
42y,bcs70_2012_flatfile.dta,1429,B9SCQ14L,PAPI:Types of factual book CM usually reads: Science,dbl+lbl
42y,bcs70_2012_flatfile.dta,1430,B9SCQ14M,PAPI:Types of factual book CM usually reads: Sport,dbl+lbl
42y,bcs70_2012_flatfile.dta,1431,B9SCQ14N,PAPI:Types of factual book CM usually reads: Politics/Economics/Current,dbl+lbl
42y,bcs70_2012_flatfile.dta,1432,B9SCQ14O,PAPI:Types of factual book CM usually reads: Travel,dbl+lbl
42y,bcs70_2012_flatfile.dta,1433,B9SCQ14P,PAPI:Types of factual book CM usually reads: History,dbl+lbl
42y,bcs70_2012_flatfile.dta,1434,B9SCQ14Q,PAPI:Types of factual book CM usually reads: Other factual,dbl+lbl
